sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,workex_binary,total_score,average_score,degree_category_Low,degree_category_Medium,mba_category_Low,mba_category_Medium
124,1,0.720672025154123,Others,-0.7500285918811983,Others,Commerce,1.026712123697671,Comm&Mgmt,Yes,-0.8542632810427383,Mkt&HR,-0.9134400582635727,Placed,-0.923376782412533,1.391216687280505,-0.28130027009737224,-0.2813002700973713,False,True,True,False
125,1,0.05155948075630622,Central,0.5128463394408658,Central,Science,-0.21264690970770128,Others,Yes,-0.5435724270605267,Mkt&HR,-0.0951391189881952,Placed,-0.5911635076660599,1.391216687280505,-0.11934529867057517,-0.11934529867057234,False,True,False,True
127,0,1.1986095568668493,Others,-0.5395494366608543,Others,Science,1.3840820871940296,Sci&Tech,Yes,-0.0775361460872093,Mkt&Fin,1.150257485961614,Placed,-1.9200166066519522,1.391216687280505,0.7454081377207716,0.745408137720773,False,False,False,True
128,0,0.5294970124690325,Others,-0.6447890142710263,Others,Science,0.45492018210349705,Comm&Mgmt,No,-1.2037904917727262,Mkt&HR,-0.6083717256389806,Placed,-0.5911635076660599,-0.7187952884282609,-0.5396333533548411,-0.5396333533548389,False,True,True,False
130,1,0.9787582922789955,Central,2.4808264407510827,Others,Commerce,0.02607622590786659,Comm&Mgmt,Yes,1.4759181238238486,Mkt&Fin,1.2130656720902055,Placed,-0.5911635076660599,1.391216687280505,1.9791142084054767,1.9791142084054785,False,True,False,True
131,1,-0.42637805095642006,Central,-0.11859112622016624,Others,Commerce,-0.8316116864833943,Comm&Mgmt,No,1.0098818428505312,Mkt&Fin,0.4234770464736139,Not Placed,0.6930203739721641,-0.7187952884282609,0.1310390743328174,0.13103907433282022,False,True,False,True
133,1,0.05155948075630622,Others,0.19712760661034978,Others,Commerce,-0.2598197448892204,Comm&Mgmt,Yes,0.2642237932932239,Mkt&HR,-1.489480851042951,Placed,1.0699028660663055,1.391216687280505,-0.14252903691162966,-0.1425290369116273,False,True,True,False
134,1,0.6250845188115778,Central,-0.22383070383033826,Others,Commerce,1.598504065291845,Comm&Mgmt,Yes,-0.4658997135649738,Mkt&HR,-0.14538566789106952,Placed,-0.5911635076660599,1.391216687280505,0.2910068681960973,0.2910068681961001,False,False,False,True
136,0,0.5294970124690325,Central,-1.0657473247117144,Others,Science,0.45492018210349705,Comm&Mgmt,No,-1.1960232204231709,Mkt&HR,0.6890659478173752,Placed,-2.252229881398425,-0.7187952884282609,-0.4293449985795359,-0.42934499857953445,False,True,False,True
137,0,-1.860190646094599,Central,-0.7500285918811983,Central,Arts,-0.2598197448892204,Comm&Mgmt,No,0.5438455618772139,Mkt&Fin,-0.03771449167062475,Not Placed,0.6930203739721641,-0.7187952884282609,-0.7158297639868578,-0.7158297639868558,False,True,False,True
138,1,0.05155948075630622,Others,-0.32907028144051026,Central,Commerce,0.8837641382991275,Comm&Mgmt,No,-1.16495413502495,Mkt&HR,-0.24767328530049185,Placed,-1.4216966945322425,-0.7187952884282609,-0.4233834658889787,-0.42338346588897724,False,True,False,True
139,0,1.485372075894485,Others,-0.22383070383033826,Others,Science,1.026712123697671,Sci&Tech,Yes,1.941954404797166,Mkt&Fin,1.7909009844732575,Placed,-0.5911635076660599,1.391216687280505,1.8406741714803203,1.8406741714803225,False,True,False,True
140,1,1.0074345441817587,Central,0.40760676183069383,Central,Commerce,-0.9745596718819378,Comm&Mgmt,Yes,-1.009608708033844,Mkt&Fin,-1.3207960082975883,Placed,-1.587803331905479,1.391216687280505,-0.4227210733678063,-0.4227210733678046,True,False,True,False
141,1,-0.1396155319287843,Central,-0.13963904174220093,Others,Commerce,0.5263941748027687,Comm&Mgmt,Yes,-1.16495413502495,Mkt&Fin,-0.8703715877753957,Placed,-0.09284359554635027,1.391216687280505,-0.6277315586708485,-0.6277315586708468,False,True,True,False
142,1,-0.044028025586239035,Central,-0.22383070383033826,Central,Science,-0.8316116864833943,Comm&Mgmt,No,-0.8542632810427383,Mkt&HR,0.019710135646945705,Not Placed,0.6930203739721641,-0.7187952884282609,-0.6389922315307904,-0.6389922315307873,False,True,False,True
143,1,1.7721345949221208,Central,-0.6447890142710263,Others,Science,1.0881797574190457,Sci&Tech,Yes,-0.8542632810427383,Mkt&Fin,-0.08975556017717277,Placed,-0.2589502329195868,1.391216687280505,0.28239576542084865,0.28239576542085004,False,True,False,True
144,1,1.0714781734312644,Others,-0.1301674797572851,Others,Commerce,0.6936433177190648,Comm&Mgmt,No,1.3982454103282957,Mkt&Fin,-0.2512623245078393,Placed,1.0699028660663055,-0.7187952884282609,1.0408352021639284,1.0408352021639302,False,True,False,True
145,1,-1.3822531143818726,Others,-1.6971847903727464,Others,Arts,-0.6886637010848509,Comm&Mgmt,No,-0.8542632810427383,Mkt&Fin,-0.5868374903948909,Not Placed,0.6930203739721641,-0.7187952884282609,-1.6451664711925713,-1.6451664711925684,False,True,True,False
147,1,-0.42637805095642006,Central,-0.32907028144051026,Others,Science,0.02607622590786659,Comm&Mgmt,No,1.0875545563460842,Mkt&HR,-1.1933851164367288,Placed,-1.1559260747350641,-0.7187952884282609,-0.0017706261623679984,-0.001770626162366586,False,True,True,False
148,1,0.338321999783942,Central,0.8285650722713819,Central,Commerce,-0.1168717594906769,Comm&Mgmt,No,0.9322091293549783,Mkt&Fin,0.08790188058656102,Placed,1.0699028660663055,-0.7187952884282609,0.764617520834788,0.7646175208347897,False,True,False,True
149,0,1.0074345441817587,Central,2.091440003593446,Central,Arts,-1.4034036280775684,Others,No,-1.0872814215293969,Mkt&Fin,0.41091540924789405,Placed,-0.923376782412533,-0.7187952884282609,0.29431883080196114,0.2943188308019621,True,False,False,True
150,1,-2.146953165122235,Central,-0.8552681694913703,Central,Arts,-1.5463516134761117,Comm&Mgmt,Yes,-0.5241542486866384,Mkt&HR,-0.5832484511875434,Not Placed,0.6930203739721641,1.391216687280505,-1.7024634242740342,-1.702463424274032,True,False,True,False
152,1,-0.1396155319287843,Central,-0.11859112622016624,Central,Commerce,1.312608094494758,Comm&Mgmt,No,0.9322091293549783,Mkt&Fin,-0.5240293042662992,Placed,0.07326304182688627,-0.7187952884282609,0.519201091740194,0.5192010917401949,False,False,True,False
153,0,0.8544945340336869,Others,-0.5921692254659403,Central,Science,2.599139963081649,Sci&Tech,No,2.097299831788272,Mkt&Fin,0.6208742028777612,Placed,-0.923376782412533,-0.7187952884282609,1.7207811251480079,1.7207811251480096,False,False,False,True
154,1,-1.6690156334095083,Others,-0.7500285918811983,Others,Science,-0.1168717594906769,Sci&Tech,Yes,1.165227269841637,Mkt&Fin,0.12379227266004175,Placed,2.3987559650521977,1.391216687280505,-0.321706213888924,-0.3217062138889216,False,True,False,True
155,1,-1.2866656080393273,Central,-0.32907028144051026,Others,Science,-0.8316116864833943,Comm&Mgmt,Yes,-0.0775361460872093,Mkt&Fin,-1.541521919549499,Placed,-0.5911635076660599,1.391216687280505,-1.0596114824756426,-1.0596114824756397,False,True,True,False
156,1,-1.4233557421091672,Others,0.898023193494095,Others,Commerce,-0.8459064850232488,Comm&Mgmt,Yes,-1.153303228000617,Mkt&HR,0.7536686535496417,Not Placed,0.6930203739721641,1.391216687280505,-0.7592164741236891,-0.759216474123686,True,False,False,True
157,1,1.6956645898480849,Central,0.3444630152645912,Central,Science,-0.1168717594906769,Sci&Tech,Yes,0.6991909888683197,Mkt&HR,-1.6276588605258553,Placed,-0.42505687029282335,1.391216687280505,0.6665834277011871,0.666583427701189,False,True,True,False
158,1,0.0037657275850335905,Central,-0.38169007024559626,Central,Commerce,-0.7029584996247054,Comm&Mgmt,No,1.7400053497087289,Mkt&Fin,-1.2131248320771435,Placed,1.0699028660663055,-0.7187952884282609,0.23635948519932587,0.23635948519932823,False,True,True,False
159,1,0.05155948075630622,Others,-0.32907028144051026,Others,Science,-0.2598197448892204,Sci&Tech,No,-0.8542632810427383,Mkt&Fin,0.014326576835923276,Not Placed,0.6930203739721641,-0.7187952884282609,-0.5075073160779499,-0.5075073160779482,False,True,False,True
160,1,-1.3822531143818726,Central,-1.8024243679829184,Others,Commerce,-1.1175076572804812,Comm&Mgmt,No,-0.6989178540516324,Mkt&HR,-0.2153719324343573,Not Placed,0.6930203739721641,-0.7187952884282609,-1.642848097368464,-1.6428480973684625,True,False,False,True
161,1,1.9633096076072114,Central,0.8285650722713819,Central,Science,-0.1168717594906769,Sci&Tech,Yes,0.3108274213905552,Mkt&HR,1.8842160038643112,Placed,1.0699028660663055,1.391216687280505,1.3942216122097222,1.3942216122097235,False,True,False,True
162,1,-1.0381380915487095,Others,-1.5919452127625744,Others,Commerce,-1.188981649979753,Comm&Mgmt,No,-1.0383476120271984,Mkt&HR,0.16686074314821991,Not Placed,0.6930203739721641,-0.7187952884282609,-1.5481259668407272,-1.5481259668407248,True,False,False,True
163,1,0.7397895264226323,Central,2.2598233277697206,Others,Commerce,1.6342410616414809,Comm&Mgmt,Yes,0.326361964089666,Mkt&Fin,0.7662302907753616,Placed,0.5715829539465959,1.391216687280505,1.6267213871414432,1.6267213871414445,False,False,False,True
165,0,0.06685348177111314,Central,0.6707057058561239,Central,Commerce,-0.3527359353982734,Comm&Mgmt,No,-1.3948653669717865,Mkt&Fin,0.6693262321769604,Placed,-0.5911635076660599,-0.7187952884282609,-0.31872544754364635,-0.3187254475436454,False,True,False,True
166,0,-0.3021142927111115,Central,1.2842524433234266,Others,Commerce,1.1696601090962144,Comm&Mgmt,No,0.6991909888683197,Mkt&Fin,2.2915719538983255,Not Placed,0.6930203739721641,-0.7187952884282609,1.291550771427907,1.2915507714279084,False,True,False,True
167,1,-0.42637805095642006,Others,-0.43430985905068226,Others,Commerce,-0.8316116864833943,Comm&Mgmt,Yes,-0.6212451405560796,Mkt&HR,-1.6886725270507732,Placed,-0.923376782412533,1.391216687280505,-1.0536499497850853,-1.0536499497850838,False,True,True,False
168,1,0.1375882364645975,Others,-0.43430985905068226,Others,Science,0.16902421130641007,Sci&Tech,Yes,-1.0018414366842887,Mkt&Fin,2.497941708320843,Not Placed,0.6930203739721641,1.391216687280505,-0.01601206536758764,-0.016012065367585756,False,True,False,False
169,0,-1.7646031397520536,Central,-1.5919452127625744,Central,Commerce,-1.1175076572804812,Comm&Mgmt,Yes,-0.8542632810427383,Mkt&HR,-0.5383854610956915,Not Placed,0.6930203739721641,1.391216687280505,-1.8349419285086332,-1.834941928508632,True,False,True,False
171,0,-0.29255554207685686,Others,0.11293594452221248,Others,Commerce,-0.8316116864833943,Comm&Mgmt,No,-1.0049483452241108,Mkt&HR,1.3440656031584137,Not Placed,0.6930203739721641,-0.7187952884282609,-0.438949690136545,-0.43894969013654284,False,True,False,True
172,1,1.2941970632093946,Others,1.460002537932414,Others,Commerce,0.8837641382991275,Comm&Mgmt,Yes,-0.5598836968945928,Mkt&Fin,0.7626412515680142,Placed,0.7376895913198324,1.391216687280505,1.0146706975775943,1.014670697577599,False,True,False,True
173,1,0.6250845188115778,Others,-0.8552681694913703,Others,Commerce,-1.4034036280775684,Comm&Mgmt,No,1.0098818428505312,Mkt&HR,-1.6420150173552475,Placed,1.0699028660663055,-0.7187952884282609,-0.2501678216022415,-0.2501678216022401,True,False,True,False
174,0,-1.3822531143818726,Others,-1.4867056351524024,Others,Science,-1.5463516134761117,Sci&Tech,No,-0.31055428657386797,Mkt&HR,-0.4432759221009654,Not Placed,0.6930203739721641,-0.7187952884282609,-1.5193118921697017,-1.5193118921696995,True,False,True,False
176,1,-0.3307905446138748,Others,-0.43430985905068226,Others,Science,-0.1168717594906769,Sci&Tech,No,1.2817363400849664,Mkt&HR,-0.19742673639761754,Not Placed,0.6930203739721641,-0.7187952884282609,0.23172273755111347,0.23172273755111628,False,True,False,True
177,0,-0.7131405699840558,Central,-0.6447890142710263,Others,Commerce,-1.4034036280775684,Comm&Mgmt,No,-1.2426268485205028,Mkt&HR,-0.6980977058226844,Placed,-1.587803331905479,-0.7187952884282609,-1.4338632569383858,-1.4338632569383833,True,False,True,False
180,0,1.0839045492557948,Central,-0.22383070383033826,Central,Science,-0.2312301478095113,Sci&Tech,No,0.34966377813833166,Mkt&HR,1.857298209809199,Not Placed,0.6930203739721641,-0.7187952884282609,0.7434209601572526,0.7434209601572539,False,True,False,True
181,1,-0.1396155319287843,Central,0.5654661282459519,Others,Commerce,-0.43135732736747295,Comm&Mgmt,Yes,-1.0872814215293969,Mkt&Fin,-0.9313852543003136,Placed,-0.09284359554635027,1.391216687280505,-0.6058726054721388,-0.6058726054721371,False,True,True,False
182,1,-0.42637805095642006,Central,-0.6100599536596697,Others,Science,-0.22980066795552714,Sci&Tech,No,-0.6212451405560796,Mkt&HR,-0.3176595498437796,Not Placed,0.6930203739721641,-0.7187952884282609,-0.7164921565080302,-0.7164921565080284,False,True,False,True
183,1,-1.3822531143818726,Others,-0.11859112622016624,Others,Arts,-1.2604556426790248,Others,Yes,0.3108274213905552,Mkt&Fin,-0.35534446152093535,Not Placed,0.6930203739721641,1.391216687280505,-0.7413318760520176,-0.7413318760520156,True,False,True,False
184,1,-0.1396155319287843,Central,1.144283805101898,Central,Commerce,0.45492018210349705,Comm&Mgmt,No,-0.8542632810427383,Mkt&HR,0.00535397881755341,Placed,0.2725910066747701,-0.7187952884282609,0.05387034561616389,0.053870345616164834,False,True,False,True
185,0,-0.9731385872357788,Others,-0.3469610096342397,Others,Commerce,-0.8616307634170886,Comm&Mgmt,No,-0.8542632810427383,Mkt&HR,-0.8075634016468028,Not Placed,0.6930203739721641,-0.7187952884282609,-1.159301556912178,-1.1593015569121763,True,False,True,False
186,0,2.0588971139497567,Central,0.6180859170510379,Central,Science,1.7414520506903883,Others,No,0.8545364158594255,Mkt&HR,1.7298873179483407,Placed,-0.5247208527167653,-0.7187952884282609,1.9950116289136293,1.995011628913631,False,False,False,True
187,0,-1.3822531143818726,Central,-0.22383070383033826,Central,Commerce,-0.6886637010848509,Comm&Mgmt,No,-1.2426268485205028,Mkt&Fin,0.20454565482537565,Not Placed,0.6930203739721641,-0.7187952884282609,-1.2010322857460767,-1.2010322857460753,False,True,False,True
188,1,1.1508158036955767,Central,-0.06597133741508024,Central,Science,0.16902421130641007,Sci&Tech,Yes,1.8642816913016131,Mkt&Fin,0.5508879383344721,Placed,0.4054763165733593,1.391216687280505,1.313740920887203,1.313740920887204,False,True,False,True
189,1,-0.44549555222492937,Others,-2.0129035232032626,Others,Commerce,-1.6349793644232082,Comm&Mgmt,No,-1.0872814215293969,Mkt&Fin,-1.015727675672995,Not Placed,0.6930203739721641,-0.7187952884282609,-1.817719722958136,-1.817719722958134,True,False,True,False
190,0,-1.1910781016967822,Central,1.2074275516680004,Others,Commerce,0.48350977918320615,Comm&Mgmt,No,1.914768955073723,Mkt&Fin,0.9241480158986795,Not Placed,0.6930203739721641,-0.7187952884282609,1.0663373142290882,1.0663373142290922,False,True,False,True
191,0,-0.23520303827132955,Others,0.4286546773527285,Central,Commerce,-0.6886637010848509,Comm&Mgmt,No,-1.6309904159982673,Mkt&Fin,0.12738131186739046,Not Placed,0.6930203739721641,-0.7187952884282609,-0.7780946609771192,-0.7780946609771171,False,True,False,True
192,1,0.05155948075630622,Others,-0.5395494366608543,Central,Science,0.8837641382991275,Comm&Mgmt,No,0.07780928090389651,Mkt&Fin,-0.1400021090800471,Placed,-0.12606492302099756,-0.7187952884282609,0.06016307456730728,0.0601630745673101,False,True,False,True
193,1,-0.12049803066027498,Central,-0.49745360561678564,Central,Commerce,-0.145461356570386,Comm&Mgmt,Yes,1.7400053497087289,Mkt&Fin,-0.7985908036284317,Placed,0.07326304182688627,1.391216687280505,0.3625452604827798,0.3625452604827817,False,True,True,False
194,0,-0.6175530636415106,Central,-0.32907028144051026,Central,Arts,-1.4034036280775684,Others,Yes,0.6991909888683197,Mkt&HR,-0.9260016954892912,Placed,1.0699028660663055,1.391216687280505,-0.5154560263320261,-0.5154560263320245,True,False,True,False
195,1,-1.3822531143818726,Others,-1.1709869023218864,Others,Commerce,-1.3605192324580055,Comm&Mgmt,No,-0.9319359945382911,Mkt&Fin,0.5293537030903824,Not Placed,0.6930203739721641,-0.7187952884282609,-1.4623461353488232,-1.4623461353488216,True,False,False,True
196,1,-0.044028025586239035,Central,1.039044227491726,Central,Commerce,0.8837641382991275,Comm&Mgmt,Yes,1.0098818428505312,Mkt&HR,-0.5096731474369057,Placed,0.23936967920012278,1.391216687280505,0.8530469224113835,0.8530469224113857,False,True,True,False
197,1,0.5294970124690325,Others,-0.32907028144051026,Others,Science,1.6699780579911165,Sci&Tech,Yes,0.5438455618772139,Mkt&Fin,-1.3118234102792183,Placed,-0.5911635076660599,1.391216687280505,0.4566049984893463,0.4566049984893491,False,False,True,False
199,0,0.05155948075630622,Central,0.40760676183069383,Central,Commerce,-0.1168717594906769,Others,No,1.320572696832743,Mkt&HR,1.8249968569430643,Not Placed,0.6930203739721641,-0.7187952884282609,1.0189762489652185,1.0189762489652205,False,True,False,True
200,1,0.24273449344139675,Others,-0.11859112622016624,Others,Commerce,-1.2604556426790248,Comm&Mgmt,No,0.1554819943994494,Mkt&HR,-1.0749468225942405,Placed,-0.09284359554635027,-0.7187952884282609,-0.3773471856674559,-0.37734718566745423,True,False,True,False
201,1,0.24273449344139675,Others,-0.6447890142710263,Others,Commerce,-0.1168717594906769,Comm&Mgmt,No,1.2856199757597437,Mkt&Fin,-1.611508184092788,Placed,1.0699028660663055,-0.7187952884282609,0.10487456974648526,0.10487456974648666,False,True,True,False
202,1,-1.1719606004282728,Central,-0.32907028144051026,Others,Science,-1.1175076572804812,Comm&Mgmt,No,0.6215182753727668,Mkt&HR,-0.6011936472242845,Not Placed,0.6930203739721641,-0.7187952884282609,-0.6144837082473893,-0.6144837082473872,True,False,True,False
203,1,0.338321999783942,Central,-0.32907028144051026,Central,Science,0.02607622590786659,Sci&Tech,No,-0.7548422077684305,Mkt&HR,-0.3015088734107136,Placed,-0.923376782412533,-0.7187952884282609,-0.3578066062928534,-0.3578066062928505,False,True,False,True
204,1,-1.030491091041306,Others,-0.5048203760494977,Others,Commerce,-1.2790388807808357,Comm&Mgmt,No,-0.3882270000694209,Mkt&HR,-0.6263169216757216,Placed,-0.2589502329195868,-0.7187952884282609,-1.0933935010554647,-1.0933935010554625,True,False,True,False
205,0,0.720672025154123,Others,0.7233254946612099,Others,Commerce,1.026712123697671,Comm&Mgmt,Yes,0.6991909888683197,Mkt&Fin,1.058736986174235,Placed,-1.9200166066519522,1.391216687280505,1.2087517062812827,1.208751706281284,False,True,False,True
206,1,-0.5219655572989653,Others,-0.43430985905068226,Others,Commerce,-0.1168717594906769,Comm&Mgmt,No,-0.6989178540516324,Mkt&Fin,-0.8937003426231579,Placed,-0.5911635076660599,-0.7187952884282609,-0.8075711281693171,-0.807571128169315,False,True,True,False
208,1,1.6125034593300702,Central,1.24952338271207,Others,Commerce,-0.6886637010848509,Comm&Mgmt,Yes,1.3640694163902527,Mkt&Fin,1.751421553192428,Placed,1.0699028660663055,1.391216687280505,1.697266190646367,1.6972661906463689,False,True,False,True
209,0,-2.2425406714647798,Central,-0.6447890142710263,Others,Science,-0.1168717594906769,Comm&Mgmt,No,1.6825275417220191,Mkt&HR,0.20275113522170193,Not Placed,0.6930203739721641,-0.7187952884282609,-0.25215499916576056,-0.2521549991657591,False,True,False,True
210,1,-0.42637805095642006,Central,0.6180859170510379,Central,Commerce,-0.1168717594906769,Comm&Mgmt,No,-0.31055428657386797,Mkt&Fin,-0.9511249699407284,Placed,-1.7206886418040683,-0.7187952884282609,-0.28825539156968805,-0.28825539156968566,False,True,True,False
212,1,-0.8087280763266012,Others,-0.6447890142710263,Others,Science,0.8837641382991275,Sci&Tech,No,0.2331547078950023,Mkt&Fin,-1.4661520961951888,Placed,0.23936967920012278,-0.7187952884282609,-0.4495479704753127,-0.4495479704753108,False,True,True,False
213,1,0.05155948075630622,Others,0.09188802900017778,Others,Commerce,1.026712123697671,Comm&Mgmt,Yes,-0.9319359945382911,Mkt&Fin,1.4230244657200726,Placed,0.9037962286930689,1.391216687280505,0.14991726118624946,0.14991726118625132,False,True,False,True
214,0,0.720672025154123,Others,-0.01335154860999423,Others,Commerce,-1.1175076572804812,Comm&Mgmt,No,-0.0775361460872093,Mkt&HR,-0.27997463816662516,Placed,-2.119344571499836,-0.7187952884282609,-0.09814873799303786,-0.09814873799303644,True,False,False,True
215,1,-0.42637805095642006,Central,-0.8552681694913703,Others,Science,-1.8322475842731987,Comm&Mgmt,No,1.3982454103282957,Mkt&HR,-0.2817691577702989,Not Placed,0.6930203739721641,-0.7187952884282609,-0.29719769060552287,-0.2971976906055214,True,False,False,True
